reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,sortOrder,appId,cleaned_content,label,polarity;
"fb117047-1826-47c1-b066-1a2d06977ddb,Nickyta Np,https://play-lh.googleusercontent.com/a-/ALV-UjXCdTLld7G4aVgKTlQ6QP4ti4WpqIPbCrHuXXqm8mgyiYLtb8Y,Sangat mengecewakan . Cs sangat lambat Untuk kendala pada aplikasi juga sangat buruk jika ada kendala bingung karna semua responnya gak di arahin harus gimana gagal tf minta konformasi email ternyata baru di bls jam set 2 malam . Kapok pake ewaletnya aplikasi mbangking sering k logout sendiri,1,219,1.42.34,2024-07-22 02:44:38,""Hai Sahabat Allo, mohon maaf untuk ketidaknyamanan yang kamu alami. Jika kamu masih mengalami kendala bisa tanyakan langsung ke Allo Care di 080 4110 4110, atau melalui Live Chat kami di bit.ly/AlloCare. Terima kasih, semoga harimu menyenangkan. -RH"",2024-07-22 09:48:19,1.42.34,most_relevant,com.alloapp.yump,mengecewakan cs lambat kendala aplikasi buruk kendala bingung karna responnya gak arahin gimana gagal tf konformasi email bls jam set malam kapok pake ewaletnya aplikasi mbangking k logout,0,negative";
"9e6055d6-1efa-4bff-974c-0a4e8b015379,Suhardiyanto Ttv,https://play-lh.googleusercontent.com/a/ACg8ocJpF6rlQUu6BT5FWxQ_Fp_Q-FAxCWQO78wAS8juoVL_VWpWPA=mo,Sebetulnya bagus untuk mempermudah dan kelancaran dalam transaksi. Tapi sayang suka eror. Kayak akun saya sampe seharian gak bisa di buka untuk transaksi. Padahal sudah lapor ke costomerservise juga belum akan perkembangan kelanjutannya sampe malam ini,1,73,1.42.44,2024-07-30 20:46:15,""Hai Sahabat Allo, mohon maaf untuk ketidaknyamanan yang kamu alami. Jika kamu masih mengalami kendala bisa tanyakan langsung ke Allo Care di 080 4110 4110, atau melalui Live Chat kami di bit.ly/AlloCare. Terima kasih, semoga harimu menyenangkan. -TA"",2024-07-31 11:52:45,1.42.44,most_relevant,com.alloapp.yump,bagus mempermudah kelancaran transaksi sayang suka eror kayak akun sampe seharian gak buka transaksi lapor costomerservise perkembangan kelanjutannya sampe malam,0,negative";
"28ce394b-20f2-45fd-885e-2263451d2de2,Luis Rahim,https://play-lh.googleusercontent.com/a-/ALV-UjWaElle_aIm3x7xrZIkhVLRIP8WSEkgJfrgX354-ov-E2dc-2GN,Aplikasi ribet. Terlalu Banyak iming iming yg menggiurkan padahal ga ada ... Apknya disuruh pake paket data gak bisa pake wifi biarpun jaringan wifi bagus. Aneh kan,1,2,1.43.31,2024-09-09 18:47:56,""Hai Sahabat Allo, mohon maaf untuk ketidaknyamanan yang kamu alami. Jika kamu masih mengalami kendala bisa tanyakan langsung ke Allo Care di 080 4110 4110, atau melalui Live Chat kami di bit.ly/AlloCare. Terima kasih, semoga harimu menyenangkan. -RH"",2024-09-10 09:53:38,1.43.31,most_relevant,com.alloapp.yump,aplikasi ribet iming iming yg menggiurkan ga apknya disuruh pake paket data gak pake wifi biarpun jaringan wifi bagus aneh,0,negative";
"ba37852a-4002-4a9a-ab89-6ee9a5e65500,Orang Tua,https://play-lh.googleusercontent.com/a-/ALV-UjVAIvV0m7skyBRDkKZEhL66OOJizDWVbe_wjpxlhKk3mavDiEE0,""Selalu menawarkan paylater, setelah di gunakan dan di coba beberapa kali daftar paylater di tolak terus, APK kurang sehat. Coba apk paylater lain semua di acc. Auto Uninstall apk ini, guna ngga menuh menuhin memory iya"",1,0,1.43.22,2024-09-15 02:29:28,""Hai Sahabat Allo, mohon maaf untuk ketidaknyamanan yang kamu alami. Jika kamu masih mengalami kendala bisa tanyakan langsung ke Allo Care di 080 4110 4110, atau melalui Live Chat kami di bit.ly/AlloCare. Terima kasih, semoga harimu menyenangkan. -HL"",2024-09-15 09:51:54,1.43.22,most_relevant,com.alloapp.yump,menawarkan paylater coba kali daftar paylater tolak apk sehat coba apk paylater acc auto uninstall apk ngga menuh menuhin memory iya,0,negative";
"69f932b6-efca-40ec-b96d-e7f89aed388a,alexander fernandes,https://play-lh.googleusercontent.com/a-/ALV-UjVXMOH8tbxi6UvoQeTFhIxIomm6QZSYMYsR8rfCM8kIYN1JEPwY,""ulasan terbaru yah, saya coba mengganti alamat email yang sudah di hapus oleh googledan nomer tlp lama yang sudah mati , data diri sudah saya jelaskan ..malah di minta melengkapi data email yang terdaftar di akun allobank dulu. dan di minta lengkapi nomer rekeningnya,kalau saya masih inget atau saya simpen datanya gk mungkin saya minta ganti data..saya tau salah, cuma terlalu ribet aturannya dan sepertinya emailnya hasil copy paste karena saya di panggil muhammad ismail dan csnya jufry???."",1,5,1.43.31,2024-09-06 20:06:21,""Hi Allo Friends 👋🏻 Kami menyesal karena kamu memiliki pengalaman yang kurang baik dengan aplikasi kami. Kami menanggapi masukan kamu dengan serius dan berupaya untuk meningkatkannya. Kamu bisa mengunjungi Digital Branch Allo Bank di Jl. Kapten Tendean No.12 14A, RT.2/RW.2, Mampang Prapatan, Jakarta 12790.";
;
"Terima kasih! >.<"",2024-09-07 10:14:32,1.43.31,most_relevant,com.alloapp.yump,ulasan terbaru yah coba mengganti alamat email hapus googledan nomer tlp mati data melengkapi data email terdaftar akun allobank lengkapi nomer rekeningnya inget simpen datanya gk ganti data tau salah ribet aturannya emailnya hasil copy paste panggil muhammad ismail csnya jufry,0,negative";
"57daad5e-d9b7-47fd-b4b8-e621e8076314,bayu rofi janawi,https://play-lh.googleusercontent.com/a-/ALV-UjXKlI6k3taMJUKXCnkNQNQfV8v5kUnWFXk0TBg7UVz1YSzmno4,""Ada nomer baru spam telfon mengatasnamakan allobank tapi setelah dicek ternyata bukan dari pihak allobank, sebelum nya belum ada nomer spam masuk tapi setelah daftar malah ada spam masuk... Segera diselesaikan kendala saya."",1,3,1.43.22,2024-09-05 15:13:27,""Hai Sahabat Allo, mohon maaf untuk ketidaknyamanan yang kamu alami. Jika kamu masih mengalami kendala bisa tanyakan langsung ke Allo Care di 080 4110 4110, atau melalui Live Chat kami di bit.ly/AlloCare. Terima kasih, semoga harimu menyenangkan. -AX"",2024-09-05 18:24:07,1.43.22,most_relevant,com.alloapp.yump,nomer spam telfon mengatasnamakan allobank dicek allobank nya nomer spam masuk daftar spam masuk diselesaikan kendala,0,negative";
"7763b822-87e5-40a6-9189-fa15d2ad52be,Azzahra sri Indra rahayu_7D,https://play-lh.googleusercontent.com/a-/ALV-UjW3rzZM9KhuCA3Z2LAs3MPTyvyBAPQrHJb8kosCMqzGf8oLbj6oig,""Aplikasi paling terburuk gak bs di upgrade eror2 terus, klo belum siap gak usah ada fitur upgrade deh, nyusahin bgt tujuan donload untuk transaksi transfer antar bank, malah dipersulit, auto uninstall byeeeeeee"",1,8,1.43.31,2024-09-14 15:08:51,,,1.43.31,most_relevant,com.alloapp.yump,aplikasi terburuk gak bs upgrade eror klo gak fitur upgrade deh nyusahin bgt tujuan donload transaksi transfer bank dipersulit auto uninstall byeee,0,negative";
"86c66031-ae58-41cf-b39a-228ac46f4dad,Awan Pandan,https://play-lh.googleusercontent.com/a-/ALV-UjW4pcFKeOvOAQmJkIlnOc7EUWa7d5YGOn1LtTwkx73LGKdinDKR,""Tiap hari di telponin mulu dari Allo Bank suruh daftar Paylater namun pas daftar malah tidak bisa, anehnya setiap hari di telpon, kalau sistem belum siap mendingan jangan di Promosikan, menyusahkan saja...."",1,7,1.43.22,2024-09-04 18:20:09,""Hai Sahabat Allo, mohon maaf untuk ketidaknyamanan yang kamu alami. Jika kamu masih mengalami kendala bisa tanyakan langsung ke Allo Care di 080 4110 4110, atau melalui Live Chat kami di bit.ly/AlloCare. Terima kasih, semoga harimu menyenangkan. -AX"",2024-09-05 15:05:46,1.43.22,most_relevant,com.alloapp.yump,telponin mulu allo bank suruh daftar paylater pas daftar anehnya telpon sistem mendingan promosikan menyusahkan,0,negative";
